Municipality,Cases,Population,Year,code
Finspång,1,20747,2010,562
Flen,1,16028,2010,482
Forshaga,0,11266,2010,1763
Färgelanda,0,6654,2010,1439
Gagnef,0,10097,2010,2026
Gislaved,1,29111,2010,662
Gnesta,3,10360,2010,461
Gnosjö,1,9546,2010,617
Gotland,0,57269,2010,980
Grums,0,9091,2010,1764
Grästorp,0,5776,2010,1444
Gullspång,0,5291,2010,1447
Gällivare,0,18425,2010,2523
Gävle,1,95055,2010,2180
Göteborg,22,513751,2010,1480
Götene,0,13223,2010,1471
Habo,0,10741,2010,643
Hagfors,0,12480,2010,1783
Hallsberg,0,15275,2010,1861
Hallstahammar,0,15175,2010,1961
Halmstad,5,91800,2010,1380
Hammarö,0,14926,2010,1761
Haninge,1,77054,2010,136
Haparanda,0,10059,2010,2583
Heby,0,13382,2010,331
Hedemora,0,15164,2010,2083
Helsingborg,19,129177,2010,1283
Herrljunga,0,9314,2010,1466
Hjo,0,8841,2010,1497
Hofors,0,9741,2010,2104
Huddinge,0,97453,2010,126
Hudiksvall,1,36849,2010,2184
Hultsfred,0,13696,2010,860
Hylte,0,10177,2010,1315
Håbo,1,19629,2010,305
Hällefors,0,7220,2010,1863
Härjedalen,0,10454,2010,2361
Härnösand,1,24611,2010,2280
Härryda,0,34463,2010,1401
Hässleholm,1,50107,2010,1293
Höganäs,1,24637,2010,1284
Högsby,0,5777,2010,821
Hörby,0,14840,2010,1266
Höör,0,15460,2010,1267
Jokkmokk,0,5170,2010,2510
Järfälla,0,66211,2010,123
Jönköping,3,127382,2010,680
Kalix,0,16740,2010,2514
Kalmar,0,62815,2010,880
Karlsborg,0,6752,2010,1446
Karlshamn,0,31143,2010,1082
Karlskoga,0,29668,2010,1883
Karlskrona,1,64032,2010,1080
Karlstad,2,85753,2010,1780
Katrineholm,1,32428,2010,483
Kil,1,11706,2010,1715
Kinda,1,9762,2010,513
Kiruna,0,22944,2010,2584
Klippan,0,16515,2010,1276
Knivsta,0,14724,2010,330
Kramfors,0,18911,2010,2282
Kristianstad,0,79543,2010,1290
Kristinehamn,0,23808,2010,1781
Krokom,0,14535,2010,2309
Kumla,0,20456,2010,1881
Kungsbacka,0,75025,2010,1384
Kungsör,0,8089,2010,1960
Kungälv,0,41241,2010,1482
Kävlinge,0,29013,2010,1261
Köping,0,24905,2010,1983
Laholm,1,23390,2010,1381
Landskrona,6,41724,2010,1282
Laxå,0,5686,2010,1860
Lekeberg,0,7134,2010,1814
Leksand,0,15289,2010,2029
Lerum,1,38580,2010,1441
Lessebo,0,8139,2010,761
Lidingö,1,44017,2010,186
Lidköping,0,38048,2010,1494
Lilla Edet,0,12578,2010,1462
Lindesberg,0,23034,2010,1885
Linköping,1,146416,2010,580
Ljungby,0,27297,2010,781
Ljusdal,0,19065,2010,2161
Ljusnarsberg,0,4931,2010,1864
Lomma,0,21559,2010,1262
Ludvika,0,25810,2010,2085
Luleå,3,74178,2010,2580
Lund,5,110488,2010,1281
Lycksele,0,12376,2010,2481
Lysekil,0,14521,2010,1484
Malmö,7,298963,2010,1280
Malung-Sälen,0,10356,2010,2023
Malå,0,3274,2010,2418
Mariestad,0,23741,2010,1493
Mark,0,33845,2010,1463
Markaryd,0,9619,2010,767
Mellerud,0,9179,2010,1461
Mjölby,0,25856,2010,586
Mora,0,20153,2010,2062
Motala,3,41955,2010,583
Mullsjö,0,7033,2010,642
Munkedal,0,10181,2010,1430
Munkfors,0,3771,2010,1762
Mölndal,0,60973,2010,1481
Mönsterås,0,12909,2010,861
Mörbylånga,0,14021,2010,840
Nacka,0,90108,2010,182
Nora,1,10447,2010,1884
Norberg,0,5723,2010,1962
Nordanstig,1,9611,2010,2132
Nordmaling,0,7098,2010,2401
Norrköping,6,130050,2010,581
Norrtälje,0,56080,2010,188
Norsjö,0,4304,2010,2417
Nybro,0,19651,2010,881
Nykvarn,0,9331,2010,140
Nyköping,1,51644,2010,480
Nynäshamn,0,26032,2010,192
Nässjö,0,29339,2010,682
Ockelbo,0,5936,2010,2101
Olofström,0,12988,2010,1060
Orsa,0,6922,2010,2034
Orust,0,15221,2010,1421
Osby,0,12724,2010,1273
Oskarshamn,0,26163,2010,882
Ovanåker,0,11440,2010,2121
Oxelösund,0,11193,2010,481
Pajala,0,6282,2010,2521
Partille,1,35084,2010,1402
Perstorp,0,7061,2010,1275
Piteå,0,40892,2010,2581
Ragunda,0,5590,2010,2303
Robertsfors,0,6831,2010,2409
Ronneby,0,28254,2010,1081
Rättvik,0,10811,2010,2031
Sala,0,21535,2010,1981
Salem,0,15391,2010,128
Sandviken,0,36916,2010,2181
Sigtuna,3,39990,2010,191
Simrishamn,1,19297,2010,1291
Sjöbo,0,18112,2010,1265
Skara,0,18314,2010,1495
Skellefteå,1,71641,2010,2482
Skinnskatteberg,1,4445,2010,1904
Skurup,0,14981,2010,1264
Skövde,0,51402,2010,1496
Smedjebacken,0,10715,2010,2061
Sollefteå,0,20255,2010,2283
Sollentuna,0,64630,2010,163
Solna,1,68144,2010,184
Sorsele,0,2736,2010,2422
Sotenäs,0,9052,2010,1427
Staffanstorp,0,22259,2010,1230
Stenungsund,0,24292,2010,1415
Stockholm,5,847073,2010,180
Storfors,0,4273,2010,1760
Storuman,0,6120,2010,2421
Strängnäs,1,32419,2010,486
Strömstad,1,11808,2010,1486
Strömsund,0,12185,2010,2313
Sundbyberg,0,38633,2010,183
Sundsvall,1,95732,2010,2281
Sunne,0,13255,2010,1766
Surahammar,0,9949,2010,1907
Svalöv,1,13242,2010,1214
Svedala,0,19822,2010,1263
Svenljunga,2,10288,2010,1465
Säffle,0,15547,2010,1785
Säter,0,10840,2010,2082
Sävsjö,1,10830,2010,684
Söderhamn,0,25647,2010,2182
Söderköping,0,14024,2010,582
Södertälje,0,86246,2010,181
Sölvesborg,0,16810,2010,1083
Tanum,0,12370,2010,1435
Tibro,0,10560,2010,1472
Tidaholm,0,12572,2010,1498
Tierp,0,20125,2010,360
Timrå,0,17990,2010,2262
Tingsryd,0,12231,2010,763
Tjörn,0,14955,2010,1419
Tomelilla,0,12914,2010,1270
Torsby,0,12414,2010,1737
Torsås,0,6962,2010,834
Tranemo,1,11587,2010,1452
Tranås,0,18119,2010,687
Trelleborg,0,42219,2010,1287
Trollhättan,2,55248,2010,1488
Trosa,0,11462,2010,488
Tyresö,0,42947,2010,138
Täby,0,63789,2010,160
Töreboda,0,9113,2010,1473
Uddevalla,1,51868,2010,1485
Ulricehamn,1,22838,2010,1491
Umeå,1,115473,2010,2480
Upplands-Bro,0,23676,2010,139
Upplands Väsby,1,39289,2010,114
Uppsala,7,197787,2010,380
Uppvidinge,0,9244,2010,760
Vadstena,0,7391,2010,584
Vaggeryd,1,12991,2010,665
Valdemarsvik,0,7760,2010,563
Vallentuna,0,30114,2010,115
Vansbro,1,6805,2010,2021
Vara,1,15762,2010,1470
Varberg,1,58084,2010,1383
Vaxholm,0,10965,2010,187
Vellinge,0,33303,2010,1233
Vetlanda,0,26304,2010,685
Vilhelmina,0,7135,2010,2462
Vimmerby,0,15473,2010,884
Vindeln,0,5507,2010,2404
Vingåker,0,8893,2010,428
Vårgårda,0,10943,2010,1442
Vänersborg,0,36857,2010,1487
Vännäs,0,8414,2010,2460
Värmdö,0,38301,2010,120
Värnamo,0,32833,2010,683
Västervik,1,36206,2010,883
Västerås,5,137207,2010,1980
Växjö,4,83005,2010,780
Ydre,0,3672,2010,512
Ystad,0,28338,2010,1286
Åmål,0,12295,2010,1492
Ånge,0,10053,2010,2260
Åre,0,10274,2010,2321
Årjäng,0,9855,2010,1765
Åsele,0,3039,2010,2463
Åstorp,0,14737,2010,1277
Åtvidaberg,0,11504,2010,561
Älmhult,0,15603,2010,765
Älvdalen,0,7207,2010,2039
Älvkarleby,0,9103,2010,319
Älvsbyn,0,8335,2010,2560
Ängelholm,2,39394,2010,1292
Öckerö,0,12449,2010,1407
Ödeshög,0,5284,2010,509
Örebro,5,135460,2010,1880
Örkelljunga,0,9631,2010,1257
Örnsköldsvik,0,55073,2010,2284
Östersund,1,59416,2010,2380
Österåker,0,39521,2010,117
Östhammar,1,21373,2010,382
Östra Göinge,0,13590,2010,1256
Överkalix,0,3611,2010,2513
Övertorneå,0,4812,2010,2518
Ale,1,27577,2011,1440
Alingsås,0,38053,2011,1489
Alvesta,0,18917,2011,764
Aneby,0,6415,2011,604
Arboga,0,13302,2011,1984
Arjeplog,0,3114,2011,2506
Arvidsjaur,0,6494,2011,2505
Arvika,1,25907,2011,1784
Askersund,0,11134,2011,1882
Avesta,0,21486,2011,2084
Bengtsfors,0,9680,2011,1460
Berg,0,7345,2011,2326
Bjurholm,0,2431,2011,2403
Bjuv,0,14851,2011,1260
Boden,2,27643,2011,2582
Bollebygd,0,8356,2011,1443
Bollnäs,0,26193,2011,2183
Borgholm,0,10622,2011,885
Borlänge,0,49323,2011,2081
Borås,2,104106,2011,1490
Botkyrka,1,84677,2011,127
Boxholm,0,5205,2011,560
Bromölla,0,12366,2011,1272
Bräcke,0,6750,2011,2305
Burlöv,1,16843,2011,1231
Båstad,0,14230,2011,1278
Dals-Ed,0,4679,2011,1438
Danderyd,0,31799,2011,162
Degerfors,0,9551,2011,1862
Dorotea,0,2862,2011,2425
Eda,0,8460,2011,1730
Ekerö,0,25767,2011,125
Eksjö,0,16304,2011,686
Emmaboda,0,9039,2011,862
Enköping,2,40015,2011,381
Eskilstuna,5,97596,2011,484
Eslöv,0,31728,2011,1285
Essunga,0,5493,2011,1445
Fagersta,0,12553,2011,1982
Falkenberg,2,41304,2011,1382
Falköping,1,31689,2011,1499
Falun,0,56124,2011,2080
Filipstad,1,10514,2011,1782
Finspång,1,20763,2011,562
Flen,0,16063,2011,482
Forshaga,0,11229,2011,1763
Färgelanda,0,6606,2011,1439
Gagnef,0,10069,2011,2026
Gislaved,0,28868,2011,662
Gnesta,0,10345,2011,461
Gnosjö,0,9400,2011,617
Gotland,0,57308,2011,980
Grums,0,9017,2011,1764
Grästorp,0,5674,2011,1444
Gullspång,0,5251,2011,1447
Gällivare,1,18326,2011,2523
Gävle,0,95428,2011,2180
Göteborg,23,520374,2011,1480
Götene,0,13134,2011,1471
Habo,0,10828,2011,643
Hagfors,0,12282,2011,1783
Hallsberg,1,15248,2011,1861
Hallstahammar,0,15224,2011,1961
Halmstad,3,92294,2011,1380
Hammarö,0,14943,2011,1761
Haninge,1,78326,2011,136
Haparanda,0,10041,2011,2583
Heby,0,13381,2011,331
Hedemora,0,15119,2011,2083
Helsingborg,12,130626,2011,1283
Herrljunga,0,9284,2011,1466
Hjo,0,8790,2011,1497
Hofors,0,9578,2011,2104
Huddinge,0,99049,2011,126
Hudiksvall,0,36784,2011,2184
Hultsfred,0,13515,2011,860
Hylte,0,10126,2011,1315
Håbo,0,19715,2011,305
Hällefors,0,7140,2011,1863
Härjedalen,0,10341,2011,2361
Härnösand,1,24541,2011,2280
Härryda,0,34854,2011,1401
Hässleholm,1,50164,2011,1293
Höganäs,0,24698,2011,1284
Högsby,0,5768,2011,821
Hörby,0,14901,2011,1266
Höör,0,15492,2011,1267
Jokkmokk,0,5119,2011,2510
Järfälla,2,67320,2011,123
Jönköping,2,128305,2011,680
Kalix,1,16591,2011,2514
Kalmar,0,63055,2011,880
Karlsborg,0,6722,2011,1446
Karlshamn,0,31185,2011,1082
Karlskoga,0,29616,2011,1883
Karlskrona,0,64215,2011,1080
Karlstad,3,86409,2011,1780
Katrineholm,1,32409,2011,483
Kil,0,11682,2011,1715
Kinda,0,9799,2011,513
Kiruna,0,22967,2011,2584
Klippan,0,16601,2011,1276
Knivsta,0,14965,2011,330
Kramfors,0,18742,2011,2282
Kristianstad,0,79930,2011,1290
Kristinehamn,1,23698,2011,1781
Krokom,0,14559,2011,2309
Kumla,0,20510,2011,1881
Kungsbacka,1,75954,2011,1384
Kungsör,0,8086,2011,1960
Kungälv,0,41538,2011,1482
Kävlinge,0,29261,2011,1261
Köping,1,24807,2011,1983
Laholm,1,23470,2011,1381
Landskrona,3,42189,2011,1282
Laxå,0,5622,2011,1860
Lekeberg,0,7223,2011,1814
Leksand,0,15238,2011,2029
Lerum,2,38788,2011,1441
Lessebo,0,8077,2011,761
Lidingö,0,44081,2011,186
Lidköping,1,38183,2011,1494
Lilla Edet,1,12540,2011,1462
Lindesberg,0,23108,2011,1885
Linköping,2,147334,2011,580
Ljungby,0,27357,2011,781
Ljusdal,0,18974,2011,2161
Ljusnarsberg,0,4870,2011,1864
Lomma,0,22017,2011,1262
Ludvika,0,25586,2011,2085
Luleå,6,74426,2011,2580
Lund,1,111666,2011,1281
Lycksele,0,12343,2011,2481
Lysekil,0,14398,2011,1484
Malmö,15,302835,2011,1280
Malung-Sälen,0,10262,2011,2023
Malå,0,3230,2011,2418
Mariestad,1,23732,2011,1493
Mark,0,33791,2011,1463
Markaryd,0,9513,2011,767
Mellerud,1,9068,2011,1461
Mjölby,0,26073,2011,586
Mora,0,20107,2011,2062
Motala,1,41828,2011,583
Mullsjö,0,7034,2011,642
Munkedal,0,10223,2011,1430
Munkfors,0,3702,2011,1762
Mölndal,1,61337,2011,1481
Mönsterås,1,12853,2011,861
Mörbylånga,1,14138,2011,840
Nacka,1,91616,2011,182
Nora,0,10429,2011,1884
Norberg,0,5725,2011,1962
Nordanstig,0,9533,2011,2132
Nordmaling,0,7048,2011,2401
Norrköping,2,130623,2011,581
Norrtälje,3,56245,2011,188
Norsjö,0,4237,2011,2417
Nybro,0,19636,2011,881
Nykvarn,0,9331,2011,140
Nyköping,1,51896,2011,480
Nynäshamn,0,26248,2011,192
Nässjö,2,29367,2011,682
Ockelbo,0,5907,2011,2101
Olofström,0,12876,2011,1060
Orsa,0,6867,2011,2034
Orust,0,15129,2011,1421
Osby,1,12699,2011,1273
Oskarshamn,0,26166,2011,882
Ovanåker,1,11404,2011,2121
Oxelösund,1,11250,2011,481
Pajala,0,6270,2011,2521
Partille,0,35518,2011,1402
Perstorp,1,7159,2011,1275
Piteå,1,40942,2011,2581
Ragunda,0,5501,2011,2303
Robertsfors,0,6762,2011,2409
Ronneby,0,27910,2011,1081
Rättvik,0,10859,2011,2031
Sala,0,21568,2011,1981
Salem,0,15694,2011,128
Sandviken,0,36995,2011,2181
Sigtuna,1,41329,2011,191
Simrishamn,0,19147,2011,1291
Sjöbo,0,18143,2011,1265
Skara,0,18220,2011,1495
Skellefteå,2,71580,2011,2482
Skinnskatteberg,0,4412,2011,1904
Skurup,0,14946,2011,1264
Skövde,0,51761,2011,1496
Smedjebacken,0,10662,2011,2061
Sollefteå,0,19964,2011,2283
Sollentuna,1,65891,2011,163
Solna,0,69946,2011,184
Sorsele,0,2729,2011,2422
Sotenäs,0,9007,2011,1427
Staffanstorp,0,22296,2011,1230
Stenungsund,0,24601,2011,1415
Stockholm,7,864324,2011,180
Storfors,0,4218,2011,1760
Storuman,0,6026,2011,2421
Strängnäs,0,32687,2011,486
Strömstad,1,12010,2011,1486
Strömsund,0,12171,2011,2313
Sundbyberg,0,39539,2011,183
Sundsvall,2,96113,2011,2281
Sunne,0,13142,2011,1766
Surahammar,0,9871,2011,1907
Svalöv,1,13250,2011,1214
Svedala,0,19805,2011,1263
Svenljunga,0,10282,2011,1465
Säffle,0,15394,2011,1785
Säter,0,10861,2011,2082
Sävsjö,0,10871,2011,684
Söderhamn,1,25334,2011,2182
Söderköping,0,14043,2011,582
Södertälje,3,87685,2011,181
Sölvesborg,0,16793,2011,1083
Tanum,0,12320,2011,1435
Tibro,0,10625,2011,1472
Tidaholm,0,12569,2011,1498
Tierp,0,20077,2011,360
Timrå,0,18026,2011,2262
Tingsryd,0,12235,2011,763
Tjörn,0,14959,2011,1419
Tomelilla,1,12930,2011,1270
Torsby,0,12312,2011,1737
Torsås,0,6886,2011,834
Tranemo,0,11606,2011,1452
Tranås,0,18108,2011,687
Trelleborg,0,42542,2011,1287
Trollhättan,0,55499,2011,1488
Trosa,0,11493,2011,488
Tyresö,0,43328,2011,138
Täby,0,64558,2011,160
Töreboda,0,9063,2011,1473
Uddevalla,1,52156,2011,1485
Ulricehamn,0,22996,2011,1491
Umeå,0,116465,2011,2480
Upplands-Bro,0,23984,2011,139
Upplands Väsby,0,40194,2011,114
Uppsala,3,200001,2011,380
Uppvidinge,0,9216,2011,760
Vadstena,0,7317,2011,584
Vaggeryd,1,13160,2011,665
Valdemarsvik,0,7662,2011,563
Vallentuna,1,30715,2011,115
Vansbro,0,6818,2011,2021
Vara,0,15694,2011,1470
Varberg,0,58576,2011,1383
Vaxholm,0,11141,2011,187
Vellinge,0,33510,2011,1233
Vetlanda,0,26302,2011,685
Vilhelmina,0,7048,2011,2462
Vimmerby,1,15397,2011,884
Vindeln,0,5434,2011,2404
Vingåker,0,8824,2011,428
Vårgårda,0,10994,2011,1442
Vänersborg,0,36962,2011,1487
Vännäs,0,8465,2011,2460
Värmdö,0,38894,2011,120
Värnamo,2,32934,2011,683
Västervik,0,36015,2011,883
Västerås,2,138709,2011,1980
Växjö,3,83710,2011,780
Ydre,0,3666,2011,512
Ystad,1,28427,2011,1286
Åmål,0,12226,2011,1492
Ånge,1,9839,2011,2260
Åre,0,10259,2011,2321
Årjäng,0,9827,2011,1765
Åsele,0,3007,2011,2463
Åstorp,0,14789,2011,1277
Åtvidaberg,0,11517,2011,561
Älmhult,0,15629,2011,765
Älvdalen,0,7184,2011,2039
Älvkarleby,0,9089,2011,319
Älvsbyn,0,8253,2011,2560
Ängelholm,2,39626,2011,1292
Öckerö,0,12487,2011,1407
Ödeshög,0,5245,2011,509
Örebro,1,137121,2011,1880
Örkelljunga,1,9663,2011,1257
Örnsköldsvik,1,54930,2011,2284
Östersund,0,59373,2011,2380
Österåker,1,39792,2011,117
Östhammar,2,21387,2011,382
Östra Göinge,0,13603,2011,1256
Överkalix,0,3549,2011,2513
Övertorneå,0,4810,2011,2518
Ale,0,27842,2012,1440
Alingsås,0,38355,2012,1489
Alvesta,0,19034,2012,764
Aneby,0,6407,2012,604
Arboga,0,13353,2012,1984
Arjeplog,0,3054,2012,2506
Arvidsjaur,0,6467,2012,2505
Arvika,0,25829,2012,1784
Askersund,0,11011,2012,1882
Avesta,0,21467,2012,2084
Bengtsfors,0,9588,2012,1460
Berg,0,7215,2012,2326
Bjurholm,0,2421,2012,2403
Bjuv,3,14866,2012,1260
Boden,0,27598,2012,2582
Bollebygd,0,8507,2012,1443
Bollnäs,0,26158,2012,2183
Borgholm,0,10768,2012,885
Borlänge,1,49482,2012,2081
Borås,3,104867,2012,1490
Botkyrka,2,86274,2012,127
Boxholm,0,5206,2012,560
Bromölla,0,12250,2012,1272
Bräcke,0,6655,2012,2305
Burlöv,2,17011,2012,1231
Båstad,0,14263,2012,1278
Dals-Ed,0,4665,2012,1438
Danderyd,0,31960,2012,162
Degerfors,0,9477,2012,1862
Dorotea,0,2794,2012,2425
Eda,0,8496,2012,1730
Ekerö,0,26160,2012,125
Eksjö,0,16368,2012,686
Emmaboda,0,8991,2012,862
Enköping,1,40349,2012,381
Eskilstuna,0,98765,2012,484
Eslöv,0,31744,2012,1285
Essunga,0,5502,2012,1445
Fagersta,0,12634,2012,1982
Falkenberg,2,41423,2012,1382
Falköping,1,31689,2012,1499
Falun,1,56432,2012,2080
Filipstad,0,10549,2012,1782
Finspång,0,20791,2012,562
Flen,0,16019,2012,482
Forshaga,0,11311,2012,1763
Färgelanda,0,6549,2012,1439
Gagnef,0,10012,2012,2026
Gislaved,0,28732,2012,662
Gnesta,0,10442,2012,461
Gnosjö,0,9354,2012,617
Gotland,1,57241,2012,980
Grums,0,8939,2012,1764
Grästorp,0,5639,2012,1444
Gullspång,0,5221,2012,1447
Gällivare,0,18307,2012,2523
Gävle,2,96170,2012,2180
Göteborg,25,526089,2012,1480
Götene,0,13092,2012,1471
Habo,0,10879,2012,643
Hagfors,0,12170,2012,1783
Hallsberg,0,15283,2012,1861
Hallstahammar,1,15346,2012,1961
Halmstad,2,93231,2012,1380
Hammarö,0,15061,2012,1761
Haninge,0,79430,2012,136
Haparanda,0,9904,2012,2583
Heby,0,13364,2012,331
Hedemora,0,15064,2012,2083
Helsingborg,7,132011,2012,1283
Herrljunga,0,9282,2012,1466
Hjo,0,8832,2012,1497
Hofors,0,9521,2012,2104
Huddinge,0,101010,2012,126
Hudiksvall,0,36821,2012,2184
Hultsfred,0,13550,2012,860
Hylte,0,10032,2012,1315
Håbo,0,19883,2012,305
Hällefors,0,6988,2012,1863
Härjedalen,0,10246,2012,2361
Härnösand,1,24398,2012,2280
Härryda,0,35223,2012,1401
Hässleholm,1,50163,2012,1293
Höganäs,0,24863,2012,1284
Högsby,0,5730,2012,821
Hörby,0,14958,2012,1266
Höör,0,15526,2012,1267
Jokkmokk,0,5086,2012,2510
Järfälla,1,68210,2012,123
Jönköping,3,129478,2012,680
Kalix,1,16518,2012,2514
Kalmar,0,63671,2012,880
Karlsborg,0,6699,2012,1446
Karlshamn,0,31132,2012,1082
Karlskoga,0,29631,2012,1883
Karlskrona,1,63691,2012,1080
Karlstad,0,86929,2012,1780
Katrineholm,0,32549,2012,483
Kil,0,11782,2012,1715
Kinda,0,9744,2012,513
Kiruna,0,22972,2012,2584
Klippan,0,16660,2012,1276
Knivsta,0,15279,2012,330
Kramfors,0,18516,2012,2282
Kristianstad,0,80507,2012,1290
Kristinehamn,1,23729,2012,1781
Krokom,0,14590,2012,2309
Kumla,3,20738,2012,1881
Kungsbacka,2,76786,2012,1384
Kungsör,0,8030,2012,1960
Kungälv,2,41753,2012,1482
Kävlinge,2,29427,2012,1261
Köping,2,24854,2012,1983
Laholm,1,23458,2012,1381
Landskrona,2,42560,2012,1282
Laxå,0,5552,2012,1860
Lekeberg,0,7298,2012,1814
Leksand,0,15146,2012,2029
Lerum,0,39070,2012,1441
Lessebo,0,8012,2012,761
Lidingö,0,44434,2012,186
Lidköping,0,38254,2012,1494
Lilla Edet,0,12580,2012,1462
Lindesberg,1,22979,2012,1885
Linköping,5,148521,2012,580
Ljungby,0,27423,2012,781
Ljusdal,0,18880,2012,2161
Ljusnarsberg,0,4848,2012,1864
Lomma,0,22298,2012,1262
Ludvika,0,25639,2012,2085
Luleå,1,74905,2012,2580
Lund,3,112950,2012,1281
Lycksele,0,12351,2012,2481
Lysekil,0,14396,2012,1484
Malmö,14,307758,2012,1280
Malung-Sälen,0,10178,2012,2023
Malå,0,3196,2012,2418
Mariestad,0,23739,2012,1493
Mark,0,33763,2012,1463
Markaryd,0,9477,2012,767
Mellerud,0,8946,2012,1461
Mjölby,1,26195,2012,586
Mora,0,20082,2012,2062
Motala,1,41867,2012,583
Mullsjö,0,7070,2012,642
Munkedal,0,10173,2012,1430
Munkfors,0,3642,2012,1762
Mölndal,1,61659,2012,1481
Mönsterås,0,12799,2012,861
Mörbylånga,0,14256,2012,840
Nacka,0,92873,2012,182
Nora,0,10356,2012,1884
Norberg,0,5630,2012,1962
Nordanstig,0,9533,2012,2132
Nordmaling,0,7039,2012,2401
Norrköping,6,132124,2012,581
Norrtälje,2,56634,2012,188
Norsjö,0,4172,2012,2417
Nybro,0,19486,2012,881
Nykvarn,0,9442,2012,140
Nyköping,0,52336,2012,480
Nynäshamn,1,26572,2012,192
Nässjö,0,29382,2012,682
Ockelbo,0,5850,2012,2101
Olofström,0,12896,2012,1060
Orsa,0,6835,2012,2034
Orust,0,15083,2012,1421
Osby,0,12637,2012,1273
Oskarshamn,0,26144,2012,882
Ovanåker,0,11392,2012,2121
Oxelösund,0,11236,2012,481
Pajala,0,6279,2012,2521
Partille,0,35837,2012,1402
Perstorp,0,7096,2012,1275
Piteå,0,41078,2012,2581
Ragunda,0,5466,2012,2303
Robertsfors,0,6717,2012,2409
Ronneby,0,27788,2012,1081
Rättvik,0,10799,2012,2031
Sala,0,21596,2012,1981
Salem,0,15881,2012,128
Sandviken,0,37089,2012,2181
Sigtuna,2,42272,2012,191
Simrishamn,0,18997,2012,1291
Sjöbo,0,18290,2012,1265
Skara,0,18281,2012,1495
Skellefteå,1,71774,2012,2482
Skinnskatteberg,0,4392,2012,1904
Skurup,0,14955,2012,1264
Skövde,0,52212,2012,1496
Smedjebacken,0,10650,2012,2061
Sollefteå,1,19736,2012,2283
Sollentuna,0,66859,2012,163
Solna,3,71293,2012,184
Sorsele,0,2673,2012,2422
Sotenäs,0,9004,2012,1427
Staffanstorp,0,22534,2012,1230
Stenungsund,0,24868,2012,1415
Stockholm,12,881235,2012,180
Storfors,0,4150,2012,1760
Storuman,0,6006,2012,2421
Strängnäs,2,33072,2012,486
Strömstad,1,12295,2012,1486
Strömsund,0,12138,2012,2313
Sundbyberg,1,40793,2012,183
Sundsvall,0,96687,2012,2281
Sunne,0,13102,2012,1766
Surahammar,0,9890,2012,1907
Svalöv,0,13275,2012,1214
Svedala,1,19971,2012,1263
Svenljunga,0,10239,2012,1465
Säffle,0,15308,2012,1785
Säter,0,10851,2012,2082
Sävsjö,1,10844,2012,684
Söderhamn,0,25223,2012,2182
Söderköping,0,14143,2012,582
Södertälje,0,89473,2012,181
Sölvesborg,0,16808,2012,1083
Tanum,0,12270,2012,1435
Tibro,0,10673,2012,1472
Tidaholm,0,12556,2012,1498
Tierp,0,20156,2012,360
Timrå,1,17997,2012,2262
Tingsryd,0,12141,2012,763
Tjörn,0,14974,2012,1419
Tomelilla,1,12917,2012,1270
Torsby,0,12219,2012,1737
Torsås,0,6858,2012,834
Tranemo,0,11573,2012,1452
Tranås,0,18145,2012,687
Trelleborg,0,42605,2012,1287
Trollhättan,1,55749,2012,1488
Trosa,0,11529,2012,488
Tyresö,0,43764,2012,138
Täby,1,65364,2012,160
Töreboda,0,9009,2012,1473
Uddevalla,0,52530,2012,1485
Ulricehamn,0,23015,2012,1491
Umeå,0,117294,2012,2480
Upplands-Bro,0,24353,2012,139
Upplands Väsby,0,40723,2012,114
Uppsala,3,202625,2012,380
Uppvidinge,0,9276,2012,760
Vadstena,0,7338,2012,584
Vaggeryd,1,13148,2012,665
Valdemarsvik,0,7597,2012,563
Vallentuna,0,31215,2012,115
Vansbro,0,6779,2012,2021
Vara,0,15557,2012,1470
Varberg,0,59186,2012,1383
Vaxholm,0,11126,2012,187
Vellinge,0,33615,2012,1233
Vetlanda,0,26297,2012,685
Vilhelmina,0,6941,2012,2462
Vimmerby,0,15403,2012,884
Vindeln,0,5359,2012,2404
Vingåker,0,8775,2012,428
Vårgårda,0,11030,2012,1442
Vänersborg,0,36968,2012,1487
Vännäs,0,8522,2012,2460
Värmdö,0,39387,2012,120
Värnamo,1,33012,2012,683
Västervik,0,35892,2012,883
Västerås,6,140499,2012,1980
Växjö,2,84800,2012,780
Ydre,0,3612,2012,512
Ystad,0,28558,2012,1286
Åmål,0,12211,2012,1492
Ånge,0,9639,2012,2260
Åre,0,10406,2012,2321
Årjäng,0,9864,2012,1765
Åsele,0,2958,2012,2463
Åstorp,0,14806,2012,1277
Åtvidaberg,0,11446,2012,561
Älmhult,0,15724,2012,765
Älvdalen,0,7139,2012,2039
Älvkarleby,0,9059,2012,319
Älvsbyn,0,8200,2012,2560
Ängelholm,0,39742,2012,1292
Öckerö,0,12539,2012,1407
Ödeshög,0,5200,2012,509
Örebro,5,138952,2012,1880
Örkelljunga,0,9655,2012,1257
Örnsköldsvik,0,55008,2012,2284
Östersund,0,59485,2012,2380
Österåker,0,40269,2012,117
Östhammar,0,21262,2012,382
Östra Göinge,0,13620,2012,1256
Överkalix,0,3497,2012,2513
Övertorneå,1,4772,2012,2518
Ale,1,28074,2013,1440
Alingsås,0,38619,2013,1489
Alvesta,1,19280,2013,764
Aneby,0,6375,2013,604
Arboga,0,13493,2013,1984
Arjeplog,0,2980,2013,2506
Arvidsjaur,0,6471,2013,2505
Arvika,0,25817,2013,1784
